"","GEOID","NAME","variable","estimate","moe"
"526","02339","ZCTA5 02339","medincome",105635,9240
"527","02341","ZCTA5 02341","medincome",93517,6569
"528","02343","ZCTA5 02343","medincome",66815,6180
"529","02346","ZCTA5 02346","medincome",76968,6387
"530","02347","ZCTA5 02347","medincome",93676,4940
"531","02351","ZCTA5 02351","medincome",76989,5595
"532","02356","ZCTA5 02356","medincome",109024,7265
"533","02357","ZCTA5 02357","medincome",NA,NA
"534","02359","ZCTA5 02359","medincome",93075,5898
"535","02360","ZCTA5 02360","medincome",80905,3154
"536","02364","ZCTA5 02364","medincome",88694,11510
"537","02366","ZCTA5 02366","medincome",NA,NA
"538","02367","ZCTA5 02367","medincome",84602,16495
"539","02368","ZCTA5 02368","medincome",65473,3478
"540","02370","ZCTA5 02370","medincome",70750,9300
"541","02375","ZCTA5 02375","medincome",90313,6906
"542","02379","ZCTA5 02379","medincome",80709,4548
"543","02382","ZCTA5 02382","medincome",75898,5774
"544","02420","ZCTA5 02420","medincome",156042,11473
"545","02421","ZCTA5 02421","medincome",149414,13588
"546","02445","ZCTA5 02445","medincome",102539,7381
"547","02446","ZCTA5 02446","medincome",93750,7307
"548","02451","ZCTA5 02451","medincome",91359,8698
"549","02452","ZCTA5 02452","medincome",83283,6412
"550","02453","ZCTA5 02453","medincome",75550,6509
"551","02457","ZCTA5 02457","medincome",NA,NA
"552","02458","ZCTA5 02458","medincome",100768,9838
"553","02459","ZCTA5 02459","medincome",150282,23136
"554","02460","ZCTA5 02460","medincome",121250,16580
"555","02461","ZCTA5 02461","medincome",156000,14898
"556","02462","ZCTA5 02462","medincome",106324,32548
"557","02464","ZCTA5 02464","medincome",95750,11335
"558","02465","ZCTA5 02465","medincome",133958,11952
"559","02466","ZCTA5 02466","medincome",107717,8725
"560","02467","ZCTA5 02467","medincome",108413,7579
"561","02468","ZCTA5 02468","medincome",190139,24624
"562","02472","ZCTA5 02472","medincome",91991,4296
"563","02474","ZCTA5 02474","medincome",100157,7743
"564","02476","ZCTA5 02476","medincome",96442,7492
"565","02478","ZCTA5 02478","medincome",114082,7353
"566","02481","ZCTA5 02481","medincome",179655,7450
"567","02482","ZCTA5 02482","medincome",158468,11022
"568","02492","ZCTA5 02492","medincome",144898,15240
"569","02493","ZCTA5 02493","medincome",191744,13685
"570","02494","ZCTA5 02494","medincome",125481,25565
"571","02532","ZCTA5 02532","medincome",70574,8589
"572","02534","ZCTA5 02534","medincome",85234,25752
"573","02535","ZCTA5 02535","medincome",71667,14293
"574","02536","ZCTA5 02536","medincome",67471,4536
"575","02537","ZCTA5 02537","medincome",95465,14154
"576","02538","ZCTA5 02538","medincome",65273,9059
"577","02539","ZCTA5 02539","medincome",70556,12833
"578","02540","ZCTA5 02540","medincome",64509,11783
"579","02542","ZCTA5 02542","medincome",44405,16058
"580","02543","ZCTA5 02543","medincome",71250,37153
"581","02553","ZCTA5 02553","medincome",38947,21363
"582","02554","ZCTA5 02554","medincome",90469,8907
"583","02556","ZCTA5 02556","medincome",80821,17550
"584","02557","ZCTA5 02557","medincome",57773,32597
"585","02558","ZCTA5 02558","medincome",46194,34796
"586","02559","ZCTA5 02559","medincome",75505,8168
"587","02561","ZCTA5 02561","medincome",80938,57531
"588","02562","ZCTA5 02562","medincome",71042,7165
"589","02563","ZCTA5 02563","medincome",82041,11680
"590","02564","ZCTA5 02564","medincome",59750,28338
"591","02568","ZCTA5 02568","medincome",46816,7642
"592","02571","ZCTA5 02571","medincome",58927,6790
"593","02575","ZCTA5 02575","medincome",85469,18543
"594","02576","ZCTA5 02576","medincome",82029,6413
"595","02584","ZCTA5 02584","medincome",NA,NA
"596","02601","ZCTA5 02601","medincome",43052,5748
"597","02630","ZCTA5 02630","medincome",81833,26689
"598","02631","ZCTA5 02631","medincome",67569,5357
"599","02632","ZCTA5 02632","medincome",71412,4979
"600","02633","ZCTA5 02633","medincome",62824,12746
"601","02635","ZCTA5 02635","medincome",63712,11039
"602","02637","ZCTA5 02637","medincome",140179,21795
"603","02638","ZCTA5 02638","medincome",69375,7063
"604","02639","ZCTA5 02639","medincome",47600,7060
"605","02641","ZCTA5 02641","medincome",NA,NA
"606","02642","ZCTA5 02642","medincome",57402,8191
"607","02643","ZCTA5 02643","medincome",NA,NA
"608","02644","ZCTA5 02644","medincome",93800,6109
"609","02645","ZCTA5 02645","medincome",76221,7072
"610","02646","ZCTA5 02646","medincome",66844,6103
"611","02647","ZCTA5 02647","medincome",78050,38125
"612","02648","ZCTA5 02648","medincome",76364,14301
"613","02649","ZCTA5 02649","medincome",70995,5049
"614","02650","ZCTA5 02650","medincome",70771,4892
"615","02651","ZCTA5 02651","medincome",NA,NA
"616","02652","ZCTA5 02652","medincome",60662,15244
"617","02653","ZCTA5 02653","medincome",49934,13708
"618","02655","ZCTA5 02655","medincome",68684,9641
"619","02657","ZCTA5 02657","medincome",42228,11702
"620","02659","ZCTA5 02659","medincome",52118,9474
"621","02660","ZCTA5 02660","medincome",52650,6463
"622","02663","ZCTA5 02663","medincome",60568,17182
"623","02664","ZCTA5 02664","medincome",52696,4064
"624","02666","ZCTA5 02666","medincome",62439,3783
"625","02667","ZCTA5 02667","medincome",47115,13917
"626","02668","ZCTA5 02668","medincome",95957,8619
"627","02669","ZCTA5 02669","medincome",104653,7720
"628","02670","ZCTA5 02670","medincome",54375,8360
"629","02671","ZCTA5 02671","medincome",45250,8517
"630","02672","ZCTA5 02672","medincome",NA,NA
"631","02673","ZCTA5 02673","medincome",66518,6616
"632","02675","ZCTA5 02675","medincome",64063,9153
"633","02702","ZCTA5 02702","medincome",99120,11057
"634","02703","ZCTA5 02703","medincome",69732,5884
"635","02713","ZCTA5 02713","medincome",49375,34370
"636","02715","ZCTA5 02715","medincome",99830,20873
"637","02717","ZCTA5 02717","medincome",81335,11690
"638","02718","ZCTA5 02718","medincome",89113,7725
"639","02719","ZCTA5 02719","medincome",60407,3196
"640","02720","ZCTA5 02720","medincome",45382,4029
"641","02721","ZCTA5 02721","medincome",32641,2650
"642","02723","ZCTA5 02723","medincome",34810,3354
"643","02724","ZCTA5 02724","medincome",33853,5684
"644","02725","ZCTA5 02725","medincome",64028,17326
"645","02726","ZCTA5 02726","medincome",69930,5834
"646","02738","ZCTA5 02738","medincome",75449,5366
"647","02739","ZCTA5 02739","medincome",84489,13966
"648","02740","ZCTA5 02740","medincome",36105,2158
"649","02743","ZCTA5 02743","medincome",70175,9185
"650","02744","ZCTA5 02744","medincome",32221,3823
"651","02745","ZCTA5 02745","medincome",52777,2533
"652","02746","ZCTA5 02746","medincome",28351,2753
"653","02747","ZCTA5 02747","medincome",72759,3979
"654","02748","ZCTA5 02748","medincome",63887,6035
"655","02760","ZCTA5 02760","medincome",82442,4798
"656","02762","ZCTA5 02762","medincome",92014,6323
"657","02763","ZCTA5 02763","medincome",116174,26914
"658","02764","ZCTA5 02764","medincome",80500,13150
"659","02766","ZCTA5 02766","medincome",95221,6849
"660","02767","ZCTA5 02767","medincome",86124,10267
"661","02769","ZCTA5 02769","medincome",90394,4753
"662","02770","ZCTA5 02770","medincome",102616,5933
"663","02771","ZCTA5 02771","medincome",82094,6372
"664","02777","ZCTA5 02777","medincome",77632,5829
"665","02779","ZCTA5 02779","medincome",95186,10756
"666","02780","ZCTA5 02780","medincome",51820,2100
"667","02790","ZCTA5 02790","medincome",79778,5568
"668","02791","ZCTA5 02791","medincome",90781,32348
"669","02802","ZCTA5 02802","medincome",48404,11825
"670","02804","ZCTA5 02804","medincome",74289,16902
"671","02806","ZCTA5 02806","medincome",116935,8233
"672","02807","ZCTA5 02807","medincome",73952,12767
"673","02808","ZCTA5 02808","medincome",72589,7105
"674","02809","ZCTA5 02809","medincome",62909,6108
"675","02812","ZCTA5 02812","medincome",106705,34478
"676","02813","ZCTA5 02813","medincome",73203,4765
"677","02814","ZCTA5 02814","medincome",89750,9020
"678","02815","ZCTA5 02815","medincome",230052,158135
"679","02816","ZCTA5 02816","medincome",64407,3999
"680","02817","ZCTA5 02817","medincome",86650,12315
"681","02818","ZCTA5 02818","medincome",90739,7563
"682","02822","ZCTA5 02822","medincome",80962,8566
"683","02825","ZCTA5 02825","medincome",79364,5023
"684","02826","ZCTA5 02826","medincome",67725,62800
"685","02827","ZCTA5 02827","medincome",86708,13905
"686","02828","ZCTA5 02828","medincome",75063,7993
"687","02830","ZCTA5 02830","medincome",67019,10099
"688","02831","ZCTA5 02831","medincome",88163,7470
"689","02832","ZCTA5 02832","medincome",76420,17623
"690","02833","ZCTA5 02833","medincome",84750,55871
"691","02835","ZCTA5 02835","medincome",101448,6580
"692","02836","ZCTA5 02836","medincome",78866,64128
"693","02837","ZCTA5 02837","medincome",73125,14228
"694","02838","ZCTA5 02838","medincome",59960,12408
"695","02839","ZCTA5 02839","medincome",56111,24390
"696","02840","ZCTA5 02840","medincome",59788,4802
"697","02841","ZCTA5 02841","medincome",NA,NA
"698","02842","ZCTA5 02842","medincome",63725,4092
"699","02852","ZCTA5 02852","medincome",80102,3556
"700","02857","ZCTA5 02857","medincome",80707,9385
"701","02858","ZCTA5 02858","medincome",92036,74134
"702","02859","ZCTA5 02859","medincome",69050,11504
"703","02860","ZCTA5 02860","medincome",38592,2785
"704","02861","ZCTA5 02861","medincome",55198,3604
"705","02863","ZCTA5 02863","medincome",28901,1939
"706","02864","ZCTA5 02864","medincome",78232,2559
"707","02865","ZCTA5 02865","medincome",73306,10756
"708","02871","ZCTA5 02871","medincome",86080,10424
"709","02872","ZCTA5 02872","medincome",NA,NA
"710","02873","ZCTA5 02873","medincome",73871,45717
"711","02874","ZCTA5 02874","medincome",129056,6073
"712","02875","ZCTA5 02875","medincome",98384,57019
"713","02876","ZCTA5 02876","medincome",NA,NA
"714","02878","ZCTA5 02878","medincome",72365,4534
"715","02879","ZCTA5 02879","medincome",72947,6341
"716","02881","ZCTA5 02881","medincome",66346,21566
"717","02882","ZCTA5 02882","medincome",67120,7189
"718","02885","ZCTA5 02885","medincome",51909,6349
"719","02886","ZCTA5 02886","medincome",67241,4864
"720","02888","ZCTA5 02888","medincome",62351,4397
"721","02889","ZCTA5 02889","medincome",67868,2881
"722","02891","ZCTA5 02891","medincome",60557,3625
"723","02892","ZCTA5 02892","medincome",87260,12515
"724","02893","ZCTA5 02893","medincome",51332,1760
"725","02894","ZCTA5 02894","medincome",97813,31649
"726","02895","ZCTA5 02895","medincome",37235,1721
"727","02896","ZCTA5 02896","medincome",81712,7564
"728","02898","ZCTA5 02898","medincome",81332,17911
"729","02903","ZCTA5 02903","medincome",29560,4674
"730","02904","ZCTA5 02904","medincome",37287,3452
"731","02905","ZCTA5 02905","medincome",40251,4633
"732","02906","ZCTA5 02906","medincome",72066,6429
"733","02907","ZCTA5 02907","medincome",33361,3221
"734","02908","ZCTA5 02908","medincome",42484,3661
"735","02909","ZCTA5 02909","medincome",31686,3358
"736","02910","ZCTA5 02910","medincome",60620,3071
"737","02911","ZCTA5 02911","medincome",57819,4242
"738","02912","ZCTA5 02912","medincome",NA,NA
"739","02914","ZCTA5 02914","medincome",47998,3151
"740","02915","ZCTA5 02915","medincome",55580,6202
"741","02916","ZCTA5 02916","medincome",65112,7590
"742","02917","ZCTA5 02917","medincome",77353,8902
"743","02919","ZCTA5 02919","medincome",58295,5698
"744","02920","ZCTA5 02920","medincome",51675,2389
"745","02921","ZCTA5 02921","medincome",99675,6018
"746","03031","ZCTA5 03031","medincome",120176,9132
"747","03032","ZCTA5 03032","medincome",110247,6489
"748","03033","ZCTA5 03033","medincome",116791,7705
"749","03034","ZCTA5 03034","medincome",93681,9899
"750","03036","ZCTA5 03036","medincome",117824,11728
"751","03037","ZCTA5 03037","medincome",91440,5293
"752","03038","ZCTA5 03038","medincome",67473,3208
"753","03042","ZCTA5 03042","medincome",71977,19414
"754","03043","ZCTA5 03043","medincome",89135,14449
"755","03044","ZCTA5 03044","medincome",87965,8402
"756","03045","ZCTA5 03045","medincome",81966,6319
"757","03046","ZCTA5 03046","medincome",88333,8462
"758","03047","ZCTA5 03047","medincome",67222,14673
"759","03048","ZCTA5 03048","medincome",66625,5338
"760","03049","ZCTA5 03049","medincome",120461,9447
"761","03051","ZCTA5 03051","medincome",89029,5320
"762","03052","ZCTA5 03052","medincome",91250,14464
"763","03053","ZCTA5 03053","medincome",95809,5005
"764","03054","ZCTA5 03054","medincome",93798,3917
"765","03055","ZCTA5 03055","medincome",71440,5505
"766","03057","ZCTA5 03057","medincome",98750,10378
"767","03060","ZCTA5 03060","medincome",47642,3646
"768","03062","ZCTA5 03062","medincome",87996,4761
"769","03063","ZCTA5 03063","medincome",75514,6289
"770","03064","ZCTA5 03064","medincome",65699,7099
"771","03070","ZCTA5 03070","medincome",102458,7748
"772","03071","ZCTA5 03071","medincome",90309,9219
"773","03076","ZCTA5 03076","medincome",94167,12970
"774","03077","ZCTA5 03077","medincome",62787,4181
"775","03079","ZCTA5 03079","medincome",79669,6332
"776","03082","ZCTA5 03082","medincome",85234,6639
"777","03084","ZCTA5 03084","medincome",78906,23630
"778","03086","ZCTA5 03086","medincome",71625,9403
"779","03087","ZCTA5 03087","medincome",110268,7087
"780","03101","ZCTA5 03101","medincome",30215,5224
"781","03102","ZCTA5 03102","medincome",50803,2465
"782","03103","ZCTA5 03103","medincome",51544,2432
"783","03104","ZCTA5 03104","medincome",61317,2285
"784","03106","ZCTA5 03106","medincome",84159,3288
"785","03109","ZCTA5 03109","medincome",78284,9107
"786","03110","ZCTA5 03110","medincome",126030,12731
"787","03215","ZCTA5 03215","medincome",88500,45713
"788","03216","ZCTA5 03216","medincome",69830,8850
"789","03217","ZCTA5 03217","medincome",44000,8357
"790","03218","ZCTA5 03218","medincome",105875,40165
"791","03220","ZCTA5 03220","medincome",61587,7360
"792","03221","ZCTA5 03221","medincome",61020,4705
"793","03222","ZCTA5 03222","medincome",54688,6525
"794","03223","ZCTA5 03223","medincome",61150,17636
"795","03224","ZCTA5 03224","medincome",82847,8312
"796","03225","ZCTA5 03225","medincome",67879,7638
"797","03226","ZCTA5 03226","medincome",70625,20060
"798","03227","ZCTA5 03227","medincome",66667,12842
"799","03229","ZCTA5 03229","medincome",90701,16457
"800","03230","ZCTA5 03230","medincome",60980,3638
"801","03231","ZCTA5 03231","medincome",NA,NA
"802","03233","ZCTA5 03233","medincome",123750,32632
"803","03234","ZCTA5 03234","medincome",69583,8686
"804","03235","ZCTA5 03235","medincome",44597,3991
"805","03237","ZCTA5 03237","medincome",72692,9511
"806","03238","ZCTA5 03238","medincome",21944,19702
"807","03240","ZCTA5 03240","medincome",50682,4207
"808","03241","ZCTA5 03241","medincome",57000,15244
"809","03242","ZCTA5 03242","medincome",65776,5946
"810","03243","ZCTA5 03243","medincome",67917,9120
"811","03244","ZCTA5 03244","medincome",61475,7504
"812","03245","ZCTA5 03245","medincome",62206,12169
"813","03246","ZCTA5 03246","medincome",49016,4731
"814","03249","ZCTA5 03249","medincome",63125,10372
"815","03251","ZCTA5 03251","medincome",35087,3493
"816","03253","ZCTA5 03253","medincome",62500,9161
"817","03254","ZCTA5 03254","medincome",70262,6148
"818","03255","ZCTA5 03255","medincome",91618,10095
"819","03256","ZCTA5 03256","medincome",74728,8487
"820","03257","ZCTA5 03257","medincome",72105,17139
"821","03258","ZCTA5 03258","medincome",79559,9401
"822","03259","ZCTA5 03259","medincome",51625,7061
"823","03260","ZCTA5 03260","medincome",88906,21845
"824","03261","ZCTA5 03261","medincome",81683,8096
"825","03262","ZCTA5 03262","medincome",59375,14630
"826","03263","ZCTA5 03263","medincome",49109,3637
"827","03264","ZCTA5 03264","medincome",44115,9281
"828","03266","ZCTA5 03266","medincome",48466,5182
"829","03268","ZCTA5 03268","medincome",67125,6991
"830","03269","ZCTA5 03269","medincome",72610,7409
"831","03273","ZCTA5 03273","medincome",62188,49805
"832","03275","ZCTA5 03275","medincome",65625,8173
"833","03276","ZCTA5 03276","medincome",58642,4845
"834","03278","ZCTA5 03278","medincome",72943,5433
"835","03279","ZCTA5 03279","medincome",45000,9704
"836","03280","ZCTA5 03280","medincome",69583,15567
"837","03281","ZCTA5 03281","medincome",90421,8377
"838","03282","ZCTA5 03282","medincome",62609,13131
"839","03284","ZCTA5 03284","medincome",73350,11077
"840","03285","ZCTA5 03285","medincome",60417,11167
"841","03287","ZCTA5 03287","medincome",60583,12204
"842","03290","ZCTA5 03290","medincome",91442,13218
"843","03291","ZCTA5 03291","medincome",NA,NA
"844","03293","ZCTA5 03293","medincome",52750,30256
"845","03301","ZCTA5 03301","medincome",56685,4430
"846","03303","ZCTA5 03303","medincome",60422,3681
"847","03304","ZCTA5 03304","medincome",100978,7088
"848","03307","ZCTA5 03307","medincome",72527,14759
"849","03431","ZCTA5 03431","medincome",54273,3387
"850","03440","ZCTA5 03440","medincome",66780,8876
"851","03441","ZCTA5 03441","medincome",69531,39041
"852","03442","ZCTA5 03442","medincome",59205,12808
"853","03443","ZCTA5 03443","medincome",79273,18290
"854","03444","ZCTA5 03444","medincome",70652,10352
"855","03445","ZCTA5 03445","medincome",56250,16480
"856","03446","ZCTA5 03446","medincome",56985,5924
"857","03447","ZCTA5 03447","medincome",52734,8148
"858","03448","ZCTA5 03448","medincome",58333,9332
"859","03449","ZCTA5 03449","medincome",80625,13547
"860","03450","ZCTA5 03450","medincome",61500,10665
"861","03451","ZCTA5 03451","medincome",47941,8244
"862","03452","ZCTA5 03452","medincome",62800,10263
"863","03455","ZCTA5 03455","medincome",50556,11162
"864","03456","ZCTA5 03456","medincome",60208,9716
"865","03457","ZCTA5 03457","medincome",62969,7244
"866","03458","ZCTA5 03458","medincome",68698,8442
"867","03461","ZCTA5 03461","medincome",67466,16108
"868","03462","ZCTA5 03462","medincome",69432,34108
"869","03464","ZCTA5 03464","medincome",71750,8469
"870","03465","ZCTA5 03465","medincome",57639,8996
"871","03466","ZCTA5 03466","medincome",75525,21221
"872","03467","ZCTA5 03467","medincome",90000,7647
"873","03470","ZCTA5 03470","medincome",48398,7246
"874","03561","ZCTA5 03561","medincome",39568,3975
"875","03570","ZCTA5 03570","medincome",38863,3426
"876","03574","ZCTA5 03574","medincome",51029,4680
"877","03575","ZCTA5 03575","medincome",92000,25700
"878","03576","ZCTA5 03576","medincome",47104,4000
"879","03579","ZCTA5 03579","medincome",34917,18061
"880","03580","ZCTA5 03580","medincome",67708,19455
